pair_id,poem1,poem2,poem1_dataset,poem2_dataset,question1,question1_id,question2,question2_id,question3,question3_id,question4,question4_id,question5,question5_id
bd321888-4bad-4a37-8449-6cfdac3bc6f3,"i spier 'd for my cousin fu ’ couthy and sweet ,<br>gin she had recovered her hearin ’ ,<br>and how my auld shoon suited her shauchled feet ,<br>but , heavens ! how he fell a swearin ’ , a swearin ’ ,<br>but , heavens ! how he fell a swearin ’ .","i really did. i even had an old,<br>abandoned ice arena built and green,<br>i mean, gigantic, i believe. and cold.<br>and very very very cold) and there,<br>in that arena of abandoned ice,<br>i saw, behind the curtains, something- rare,<br>indeed: myself. and nothing was the price,<br>however much i would have it. and so,<br>alone again in my apartment( no.",gutenberg,true_poetry,Which poem do you like more?,liking-poem,Which poem is more grammatical?,grammatical-poem,Which poem is more comprehensible?,comprehensible-poem,Which poem is more readable?,readable-poem,Which poem is more intense?,intense-poem
8286eeba-0228-4993-a41a-d2c2ca83ec37,"a hundred thousand million bodies scaring, <br>some people asking questions like decoy ! <br>not even stopping others from pretending, <br>but heaven only cares what you annoy. <br><br>no need to laugh about these silly jokes ! <br>or being caught behind the same mistakes, <br>they really wanna label me a hoax ! <br>i never ever seen so many fakes.","ask if i love thee ? how else could i borrow<br>pride from man 's slander , and strength from my sorrow ?<br>laugh when they sneer at the fanatic 's bride ,<br>knowing no bliss , save to toil and abide<br>weeping by thee .",hafez,gutenberg,Which poem is more readable?,readable-poem,Which poem looks more like a real poem?,real-poem,Which poem has better rhyming?,rhyming-poem,Which poem is more coherent?,coherent-poem,Which poem is more comprehensible?,comprehensible-poem
a4d8f564-5c64-4a8a-b4df-167a523dfb34,"“ since he made us humble pioneers<br>of himself in consciousness of life 's tears ,<br>it needs no mighty prophecy<br>to tell that what he could mindlessly show<br>his creatures , he himself will know .","and ever they give me praise and gold ,<br>and ever i moan my loss ,<br>for i struck the blow for my false love 's sake ,<br>and not for the men at the moss .<br>— tarrant moss .",gutenberg,gutenberg,Which poem is more melodious?,melodious-poem,Which poem has better rhyming?,rhyming-poem,Which poem is more coherent?,coherent-poem,Which poem moves you emotionally more?,moved-poem,Which poem is more comprehensible?,comprehensible-poem
bdbe444e-124d-46aa-aebf-e17d62b82f76,"my ear is full of summer sounds ,<br>of summer sights my languid eye ;<br>beyond the dusty village bounds<br>i loiter in my daily rounds ,<br>and in the noon-time shadows lie .","“ the in the maiden , not de was won<br>carries my heart should clasp , it joyful plain<br>it is dare 'd to give you what my soul do thro ’ weak shepherds ,<br>a word of favourite waits ,<br>with a space in two , down two to-day .<br>then the western sands",gutenberg,lstm,Which poem looks more like a real poem?,real-poem,Which poem is more readable?,readable-poem,Which poem has better rhyming?,rhyming-poem,Which poem is more coherent?,coherent-poem,Which poem is more melodious?,melodious-poem
b3a7ccb2-b35a-4503-956c-22740d4a2853,"come to the hills , the woods are green —<br>the heart is high when love is sweet —<br>there is a brook that flows between<br>two mossy trees where we can meet ,<br>where we can meet and speak unseen .",the castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of the wand <br>with all her cruell wand'rer as he rides along <br>the meanest serf on sir launfal,gutenberg,gpt2,Which poem looks more like a real poem?,real-poem,Which poem is more melodious?,melodious-poem,Which poem is more comprehensible?,comprehensible-poem,Which poem is more intense?,intense-poem,Which poem moves you emotionally more?,moved-poem
d14a986f-bdbc-446d-924a-79063fa1437c,"but still the children of those exiled moors ,<br>a sad transplanted stem on alien shore ,<br>keep as their trust — and will while time endures —<br>the rusty keys which their forefathers bore ;<br>the keys of those shut doors which ne ’ er shall open more .","another fifty gallon cherokee ! <br>that dusty lincoln georgia buffalo ! <br>an english presidential library, <br>a southern northern texas rodeo. <br><br>oh san francisco county oklahoma ! <br>to kansas city from louisiana ! <br>they bought the north dakota south dakota, <br>but there was nothing like an old montana.",gutenberg,hafez,Which poem is more comprehensible?,comprehensible-poem,Which poem do you like more?,liking-poem,Which poem is more grammatical?,grammatical-poem,Which poem is more readable?,readable-poem,Which poem is more melodious?,melodious-poem
ec3d5088-adf1-49bd-a2f5-82faa40daf4d,"‘ only be still , and in the silence grow , ’<br>if thou art seeking what the gods bestow .<br>this is the simple , safe , and certain way<br>that leads to knowledge for which all men pray<br>of higher laws to govern things below .","nor can we find all much as i must say<br>yet was the woman such as he was fast<br>and she to know that, he might try his way<br>and she most blest, all ev'ry thing to rest",gutenberg,deepspeare,Which poem has better rhyming?,rhyming-poem,Which poem do you like more?,liking-poem,Which poem is more melodious?,melodious-poem,Which poem is more coherent?,coherent-poem,Which poem is more intense?,intense-poem
2ba75f49-4f96-40c1-b989-a043f1f53601,"i have a certain time , <br>and in my country 's cause in the dark . <br>the little time , the day , <br>and i must go to sleep ,","i 've travelled in heaps of countries , and studied all kinds of art ,<br>till there is n't a critic or connoisseur who 's properly deemed so<br>smart ;<br>and i 'm free to say that the grand results of my explorations show<br>that somehow paint gets redder the farther out west i go .",ngram,gutenberg,Which poem do you like more?,liking-poem,Which poem is more melodious?,melodious-poem,Which poem moves you emotionally more?,moved-poem,Which poem has better rhyming?,rhyming-poem,Which poem is more coherent?,coherent-poem
247f26bd-73a2-4a2b-b157-1c417dad8b4c,this is the spot :— ‘ tis here tradition says<br>that hopeless love from this high towering rock<br>leaps headlong to oblivion or to death .<br>oh ‘ tis a giddy height ! my dizzy head<br>swims at the precipice — ‘ tis death to fall !,yet either from that happier race<br>will merit but a passing glance ;<br>and they will leave us both alone :<br>poor savages who wrought in stone —<br>poor savages who fought in france .,gutenberg,gutenberg,Which poem is more melodious?,melodious-poem,Which poem is more grammatical?,grammatical-poem,Which poem is more comprehensible?,comprehensible-poem,Which poem is more coherent?,coherent-poem,Which poem looks more like a real poem?,real-poem
52f40038-8f3d-4334-8d34-45f2ee51fe14,"and through black wave and stormy blast ,<br>and out of the fog-wreath dense and dun ,<br>guided and held , shall the vessel run ,<br>gain the fair haven , night being past ,<br>and anchor in the sun ?","because the city is congest, he, he,<br>he, he, he) has decided to have me,<br>to have you. he is making me his tea,<br>he, he. i am his wife. he is the size,<br>he, he. he is, because the city, he,<br>because, he, having nothing else he tries,<br>he tries again, again, because he. she,<br>because she, she. she, she, because she, she,<br>he, having neither neither, neither he.",gutenberg,true_poetry,Which poem is more melodious?,melodious-poem,Which poem looks more like a real poem?,real-poem,Which poem is more intense?,intense-poem,Which poem is more comprehensible?,comprehensible-poem,Which poem is more readable?,readable-poem
30ccfa67-f8ad-4961-82eb-5ad080016dd3,girt into sunset closed upon a pot <br>twas one thing that so spotless as it lies <br>he first as one that turns her gazing eyes <br>heaven love that he be singing when the moon,"the castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of the wand <br>with all her cruell wanders are of nought <br>meanly he finds himself,— the wanton",jhamtani,gpt2,Which poem is more intense?,intense-poem,Which poem is more melodious?,melodious-poem,Which poem looks more like a real poem?,real-poem,Which poem is more grammatical?,grammatical-poem,Which poem has better rhyming?,rhyming-poem
2a2bed16-f96b-44ba-971b-c7d83dff2f83,"we know not if thou wert the word <br>that comes to thee , and i shall know <br>if i should go with you and you , <br>to seek the golden bowl where they are ,","‘ twas half dust that dust that clay —<br>i see not come with more ,<br>awake ,<br>and the world quietly several together ,<br>as ‘ twas moving we hail among a warning —<br>down — we dread — i watching place —<br>where the divinely weeps his children that not",ngram,lstm,Which poem do you like more?,liking-poem,Which poem is more intense?,intense-poem,Which poem is more readable?,readable-poem,Which poem is more comprehensible?,comprehensible-poem,Which poem looks more like a real poem?,real-poem
633f2967-9b5d-4b3e-aafd-91ca776baf6b,"my father , if i might be a king , <br>if aught of that loved and fame , <br>i might have been but the deed of life to come ; <br>and the strength of the banner in","i cannot marry you) and after, when,<br>alone again, i notice that i owe,<br>among my many children scattered ten,<br>eleven, even twenty, many, too,<br>the children of divorce. and i am not,<br>however often fearful for their- who,<br>alone with paper in their hands. and caught,<br>without relief, between the paper, which,<br>because i cannot marry them. and rich.",ngram,true_poetry,Which poem is more grammatical?,grammatical-poem,Which poem is more coherent?,coherent-poem,Which poem is more readable?,readable-poem,Which poem has better rhyming?,rhyming-poem,Which poem is more comprehensible?,comprehensible-poem
202b005f-804f-4e7a-808b-575e247a84e6,"pity for such as peace his answer then <br>that more but mutual vengeance may invoke <br>feel these , but if thou shouldst great errors find <br>which , looking out imploring to the thief","had fire and foe as to the gentle fall <br>it is not bare ; and still and low <br>and with fierce ages wounded , lean it caught <br>be known , the feast , one people all had won",jhamtani,jhamtani,Which poem is more grammatical?,grammatical-poem,Which poem is more comprehensible?,comprehensible-poem,Which poem moves you emotionally more?,moved-poem,Which poem has better rhyming?,rhyming-poem,Which poem looks more like a real poem?,real-poem
6aebf6f3-62e5-46bd-8d3c-cd74a632fd1f,"i , too , the rapt contentment join and share ;<br>my tide is full ;<br>there is new happiness in earth , in air :<br>all beautiful<br>and fresh the world but now so bare and dull .","his place has neither so the blossoms of the sky , it 's dew :<br>a weary earth , a baby ,<br>rug sweet soft from her flung ears the dance lovelier still — dim — sad may<br>come down as day , when the pleasant summer year your darling<br>from the",gutenberg,lstm,Which poem has better rhyming?,rhyming-poem,Which poem is more readable?,readable-poem,Which poem is more comprehensible?,comprehensible-poem,Which poem is more intense?,intense-poem,Which poem moves you emotionally more?,moved-poem
80438fb9-a137-4de2-bed5-6fa7d86326b7,"the night is a fairy rose , <br>the rainbow to their home . <br>one who shall be the silence of to-day , <br>and the world is not a dream","press her lips the while they glow<br>with love that they have often told ,—<br>hereafter thou mayst press in woe ,<br>and kiss them till thine own are cold .<br>press her lips the while they glow !",ngram,gutenberg,Which poem do you like more?,liking-poem,Which poem is more coherent?,coherent-poem,Which poem is more readable?,readable-poem,Which poem is more intense?,intense-poem,Which poem is more comprehensible?,comprehensible-poem
e252dc7c-8e18-4c73-8437-2326cff325fb,"farewell , then ! are there any to reproach you<br>in all this facile crowd that weeps and cheers ?<br>not one ! but , ah you yet shall listen sadly<br>to an echo falling faint through the dead years :—<br>why did he leave us ?","except among the people, any real,<br>direct encounter. even when i- for,<br>again i cannot over- distance' feel,<br>as i approach, approaching nearer, more,<br>until i stand within his open, real,<br>receptive arms- before my eyes. i for,<br>before i open, let it- be be' feel,<br>before the open- feeling enters; let,<br>within my spirit- body open yet.",gutenberg,true_poetry,Which poem is more comprehensible?,comprehensible-poem,Which poem do you like more?,liking-poem,Which poem has better rhyming?,rhyming-poem,Which poem is more grammatical?,grammatical-poem,Which poem is more intense?,intense-poem
b521b87d-e667-49ff-b4f6-152c63e8b403,"in death we all are equal , great and small<br>brought to the common level of the dust ;<br>there is no glory that survives the years ,<br>nay , nay , alike we shall be as we must ;<br>sleep and forget .","with all my shame 's name i did not deny ,<br>ah , a words the words do n't eyed and vital part desires of care ,<br>and smooth cry , “ he gains hearts waited ;<br>indeed 's house",gutenberg,lstm,Which poem has better rhyming?,rhyming-poem,Which poem is more readable?,readable-poem,Which poem is more coherent?,coherent-poem,Which poem is more melodious?,melodious-poem,Which poem looks more like a real poem?,real-poem
53ffd646-3ba9-4be3-b3ce-948dd3a5ab02,"alcander , thou'rt a god , more than a god !<br>thou'rt pride of all the gods — thou mount'st by woes —<br>hell squeaks , eurus and auster shake the skies —<br>yet shall thy barge dance through the hissing wave ,<br>and on the foaming billows float to heaven !",two brown ponies trotting slowly<br>stopped at a dim-lit trough to drink :<br>the dark van drummed down the distance slowly ;<br>while the city stars so dim and holy<br>drew nearer to search through the streets .,gutenberg,gutenberg,Which poem moves you emotionally more?,moved-poem,Which poem is more intense?,intense-poem,Which poem has better rhyming?,rhyming-poem,Which poem do you like more?,liking-poem,Which poem is more comprehensible?,comprehensible-poem
fb2df4ee-5e95-4a2d-9557-286bc4f95545,"who really care about humility, <br>not gonna mention those almighty god ! <br>we know they wanna marry you sincerely. <br>but even though his name is tony todd. <br><br>and yet he gives no earthly hesitation, <br>the way that thou forever meditate ! <br>i hear a prayer for thine divine salvation, <br>to worship at an open wicket gate.","the castle of our desire vultures we must be seen <br>the open ray and the worm within the cave <br>the church might be one lily yet the child of lower <br>who would fain be found by many a varying course <br>thelily could not, till more safe than he",hafez,gpt2,Which poem has better rhyming?,rhyming-poem,Which poem is more coherent?,coherent-poem,Which poem is more melodious?,melodious-poem,Which poem is more intense?,intense-poem,Which poem is more comprehensible?,comprehensible-poem
b3df15b8-4b66-4b42-a64e-99d63030d6eb,"“ the song ? ” — and sparkling eye ! ”<br>“ hard lilies to the eyes that chaste hand<br>hold her sweet arms ,<br>i , half silent and nay will know<br>the birds that stupid witty<br>had built the captive taught the<br>well as i","“ i 've seen the little blue eyes <br>in the green church with a golden fire <br>where all the flowers are green . <br>we are coming , and the sun 's at last .",lstm,ngram,Which poem moves you emotionally more?,moved-poem,Which poem is more coherent?,coherent-poem,Which poem is more comprehensible?,comprehensible-poem,Which poem do you like more?,liking-poem,Which poem has better rhyming?,rhyming-poem
5053334b-3d23-468c-b656-3b85b1d91dea,"indeed. the others are the trouble, they,<br>because of having given trouble to,<br>the many, who themselves are troubled day,<br>and evening, by their many children. they,<br>moreover, are the trouble, for besides,<br>the very many children they have slay,<br>because they wander after having rides,<br>and coming into certain places. they,<br>besides that many suffer pain from grey.","nothing else around without reply ! <br>a very quiet pretty little gesture, <br>to hear this final page and clarify ! <br>my heart is calling from eternal sender. <br><br>i only wanna join the message queue, <br>no one can only simply win or let ! <br>for any moment you become a foo, <br>and never really hope or being set.",true_poetry,hafez,Which poem moves you emotionally more?,moved-poem,Which poem is more readable?,readable-poem,Which poem is more grammatical?,grammatical-poem,Which poem looks more like a real poem?,real-poem,Which poem has better rhyming?,rhyming-poem
70485655-e19e-4fe3-898a-81834176ceea,"where the soil oozes under thy feet .<br>better , ah , better to die<br>than to take one step in the mire !<br>oh , blessed to die or to live ,<br>with garments of holy fire !","not o'er thy dust let there be spent<br>the gush of maudlin sentiment ;<br>such drift as that is not for thee ,<br>whose life and deeds and songs agree ,<br>sublime in their simplicity .",gutenberg,gutenberg,Which poem moves you emotionally more?,moved-poem,Which poem is more readable?,readable-poem,Which poem is more intense?,intense-poem,Which poem is more grammatical?,grammatical-poem,Which poem is more coherent?,coherent-poem
a86e30a4-50c6-45e8-b120-ade4563fb943,"but in my sleep to you i fly :<br>i 'm always with you in my sleep !<br>the world is all one 's own .<br>but then one wakes , and where am i ?<br>all , all alone .","and i , dear mother to the plaintive cave <br>in prayers , and wasted ears , god 's brood prove <br>rancour fares the other she to gaze <br>just half the sundawn of my darling day",gutenberg,jhamtani,Which poem is more melodious?,melodious-poem,Which poem is more coherent?,coherent-poem,Which poem is more readable?,readable-poem,Which poem is more grammatical?,grammatical-poem,Which poem has better rhyming?,rhyming-poem
cd0d04fa-fec1-4b15-b4e4-e2ef85016496,"so people , passing under<br>the ash-trees of the valley-road , will raise<br>their eyes and look at the grave on the hill , in<br>wonder ,<br>wondering mount , and put the flowers asunder","like that, to carry into heaven, so,<br>i carried heaven onto heaven) all,<br>except, i carried heaven onto know.<br>i wanted to believe it, heaven. so,<br>i wanted to remember heaven, so,<br>again i carried heaven onto go.<br>i wanted to remember heaven go,<br>so, i erased the heavens. i forgot,<br>forget, forgot. remember only( not.",gutenberg,true_poetry,Which poem is more readable?,readable-poem,Which poem is more comprehensible?,comprehensible-poem,Which poem do you like more?,liking-poem,Which poem is more intense?,intense-poem,Which poem has better rhyming?,rhyming-poem
064efe2a-b7e7-4ef3-8b1c-f544f3fbc8b5,"she was only two , but she understood ,<br>and her small , rosy mouth was made up to cry —<br>but no ! she would talk — she would show that she could .<br>and , “ mamma , ” and “ pretty , ” and “ laly ” — “ by-by , ”<br>she said with a wave of her hand !","a rattling rush across the ridge ,<br>a thunder-peal beneath the bridge ;<br>and valley and hill and sober plain<br>re-echoed our triumphant strain ,<br>up the line .",gutenberg,gutenberg,Which poem is more grammatical?,grammatical-poem,Which poem is more comprehensible?,comprehensible-poem,Which poem is more intense?,intense-poem,Which poem is more melodious?,melodious-poem,Which poem do you like more?,liking-poem
d3d2ee4b-6f3f-4115-b47c-b14e59fd0bf4,"as i drive to the junction of lane and highway ,<br>and the drizzle bedrenches the waggonette ,<br>i look behind at the fading byway ,<br>and see on its slope , now glistening wet ,<br>distinctly yet","the castle of our desire vultures we must be seen <br>the castle with its dark and silent thought <br>we should be weak and lone, and we should find <br>the want of strength, the want of power, and might <br>we wander free from care and woe, as free",gutenberg,gpt2,Which poem is more intense?,intense-poem,Which poem is more coherent?,coherent-poem,Which poem do you like more?,liking-poem,Which poem moves you emotionally more?,moved-poem,Which poem looks more like a real poem?,real-poem
fb59af95-9307-48d0-81f5-98a828d2cc96,"as any person putting children under, <br>a major lady at the royal womb. <br>so settle back relax and do not stutter ! <br>no matter where a human mind consume. <br><br>for being very highly flexible, <br>too many people under toilet training ! <br>they never even see enough parental ! <br>depending on another muscle wasting.","the castle of our desire vultant we should find <br>that beam of all the world away at me <br>mereful and idly desired to be seen <br>the castle where the holy graisies areof this poor ground <br>vale, mistresses o'er, received not better than",hafez,gpt2,Which poem looks more like a real poem?,real-poem,Which poem is more readable?,readable-poem,Which poem is more comprehensible?,comprehensible-poem,Which poem has better rhyming?,rhyming-poem,Which poem is more grammatical?,grammatical-poem
ee5bf98d-b60e-4505-a348-892bcabcb3c9,"“ o my soul , make the song of the sea ! ” i cried .<br>“ how it comes , with its stately tread ,<br>and its dreadful voice , and the splendid pride<br>of its regal garments flowing wide<br>over the land ! ” to my soul i said .","peach to us in thy mercy grant ;<br>in our times , lord , it settle ;<br>sure there is not another one<br>able to fight our battle<br>except thee , our lord god , only .",gutenberg,gutenberg,Which poem is more readable?,readable-poem,Which poem do you like more?,liking-poem,Which poem looks more like a real poem?,real-poem,Which poem has better rhyming?,rhyming-poem,Which poem is more coherent?,coherent-poem
5ff6ed12-a8c4-47eb-9575-88b9cecfa125,"this is the story , strange and true ,<br>that the great captain alau<br>told to his brother the tartar khan ,<br>when he rode that day into kambalu<br>by the road that leadeth to ispahan .","the peacock considered it wrong<br>that he had not the nightingale 's song ;<br>so to juno he went ,<br>she replied , “ be content<br>with thy having , & hold thy fool 's tongue ! ”",gutenberg,gutenberg,Which poem is more intense?,intense-poem,Which poem has better rhyming?,rhyming-poem,Which poem is more melodious?,melodious-poem,Which poem is more readable?,readable-poem,Which poem is more comprehensible?,comprehensible-poem
3007f1ed-8451-4b08-b3cb-6ed852cb7c2f,"the virgin mary sits with patrick ness, <br>and on an early marriage ceremony, <br>my life revolves around her wedding dress ! <br>i know this world is only matrimony. <br><br>i wonder whether loving seated woman, <br>or having any other wedding gowns ! <br>or never ever wear another turban ! <br>her kisses dancing under velvet crowns.","she was only two , but she understood ,<br>and her small , rosy mouth was made up to cry —<br>but no ! she would talk — she would show that she could .<br>and , “ mamma , ” and “ pretty , ” and “ laly ” — “ by-by , ”<br>she said with a wave of her hand !",hafez,gutenberg,Which poem do you like more?,liking-poem,Which poem is more comprehensible?,comprehensible-poem,Which poem is more melodious?,melodious-poem,Which poem is more readable?,readable-poem,Which poem is more coherent?,coherent-poem
1ee9434e-0fab-4855-9678-28bc87dee934,"but he , older and wiser , stronger and sadder of heart ,<br>remembers still the cruel winter , and knows<br>that in some months that death will come again ;<br>and , for a season , lonelily meditates<br>above his lighter companions ’ frivolity .","nor dart it to the springtime 's home <br>in naked eye the seraphs trembling threw <br>swift , naked , clear , and cares , and agony <br>and cease not too . it is not but to die",gutenberg,jhamtani,Which poem looks more like a real poem?,real-poem,Which poem is more coherent?,coherent-poem,Which poem has better rhyming?,rhyming-poem,Which poem moves you emotionally more?,moved-poem,Which poem is more comprehensible?,comprehensible-poem
65f4e572-6314-49d6-b3d2-71051ef884d8,"“ i 've seen the little blue eyes <br>in the green church with a golden fire <br>where all the flowers are green . <br>we are coming , and the sun 's at last .","i am still so blossoming , so young .<br>how shall i go on tiptoe<br>from childhood to annunciation<br>through the dim twilight<br>into thy garden .",ngram,gutenberg,Which poem moves you emotionally more?,moved-poem,Which poem do you like more?,liking-poem,Which poem looks more like a real poem?,real-poem,Which poem is more intense?,intense-poem,Which poem is more readable?,readable-poem
27158c00-071b-4970-85a6-6aae69a50cd1,"she wears a quaint little scarlet cap ,<br>and a little green bowl she holds in her lap ,<br>filled with bread and milk to the brim ,<br>and a wreath of marigolds round the rim :<br>“ ha ! ha ! ” laughs little gustava .","you came with your small tapering flame of passion<br>thinly burning like a nun 's desire ,<br>your eyes in slim and half-expectant fashion<br>faintly painting what your veins require<br>with little pallid pyramids of fire .",gutenberg,gutenberg,Which poem is more melodious?,melodious-poem,Which poem is more grammatical?,grammatical-poem,Which poem do you like more?,liking-poem,Which poem is more intense?,intense-poem,Which poem is more comprehensible?,comprehensible-poem
db275a98-f7f0-46fa-b8d9-c9e69512c65f,"we know not if thou wert the word <br>that comes to thee , and i shall know <br>if i should go with you and you , <br>to seek the golden bowl where they are ,",the silly wights going out his desk <br>he shifts but one as he another day <br>sun is not now ! for never to the day <br>what gentle sweetness got connubial è n view,ngram,jhamtani,Which poem moves you emotionally more?,moved-poem,Which poem do you like more?,liking-poem,Which poem is more intense?,intense-poem,Which poem is more comprehensible?,comprehensible-poem,Which poem is more readable?,readable-poem
1154933d-a131-47d0-9afd-c7a4558016d6,"and listen 'd , mong the meadow thro ’ the sea <br>fret headlong then descending ; and so <br>you , now unconscious of the dog ring stood <br>i saw , and then , amazed to all the same","and when at last your speech is o ’ er , be careful if you can<br>that none may hint — a horrid charge — that you ’ re a party man :<br>so speak for this and speak for that as blithely as you may ,<br>but keep your mental balance true , and<br>vote the other way .",jhamtani,gutenberg,Which poem is more melodious?,melodious-poem,Which poem is more comprehensible?,comprehensible-poem,Which poem do you like more?,liking-poem,Which poem is more coherent?,coherent-poem,Which poem moves you emotionally more?,moved-poem
858406e4-5ef7-4c52-b193-3ccf2ef1d3a1,"faithful to show one star and message free <br>then kiss a feud , with her still many a space <br>o poor and brave ! to whom the palm invite <br>with the unhappy dearest of foregone song","when , as i sit and see <br>the dark train of the roses , <br>the rose of a rose , <br>with the long run , and too late is night ,",jhamtani,ngram,Which poem do you like more?,liking-poem,Which poem is more intense?,intense-poem,Which poem has better rhyming?,rhyming-poem,Which poem is more coherent?,coherent-poem,Which poem looks more like a real poem?,real-poem
f5052eed-5b49-473a-b7f0-c62a1a4bca1a,"premiere"" by david ferry gibson this,<br>i promise, we will be enjoying through,<br>beginning in the second season kiss.<br>elijah is enjoying it again,<br>although he never thought about himself,<br>or mary either. he remembers then,<br>without forgetting. it was summer( shelf,<br>perhaps) before he started going down,<br>elijah being mostly psychic town.","i am still so blossoming , so young .<br>how shall i go on tiptoe<br>from childhood to annunciation<br>through the dim twilight<br>into thy garden .",true_poetry,gutenberg,Which poem is more coherent?,coherent-poem,Which poem looks more like a real poem?,real-poem,Which poem moves you emotionally more?,moved-poem,Which poem is more comprehensible?,comprehensible-poem,Which poem is more grammatical?,grammatical-poem
7b08d8e8-0848-4f84-b4ce-3b8f1d17f315,"indeed i always was, the greatest, most,<br>success, and glory of my age -- the sham,<br>the hollow seeming moment -- i the ghost,<br>the shadow of the future -- always, all,<br>the future was before, and now was not.<br>before, behind, above -- behind -- the call,<br>forever, never, always was -- the hot,<br>alive, alive eternal moment when.<br>behind -- before, above... before again.","but then in kings he stayed; and he was cast<br>for him that wisdom, sweeter than his birth<br>from all his thoughts, in wretched— man of earth<br>thus was the silent monarch of the rest",true_poetry,deepspeare,Which poem has better rhyming?,rhyming-poem,Which poem is more readable?,readable-poem,Which poem moves you emotionally more?,moved-poem,Which poem is more melodious?,melodious-poem,Which poem looks more like a real poem?,real-poem
921e69f4-750f-4b27-90a3-d633ad025070,"how strange the lustre of spring , <br>and in the west the world hath ceased to be , <br>and i shall not be dumb <br>in what i am , i say , have i found","are mine , she said : yet she is clearly pleased <br>here immortal , like a happy chorus <br>who loved , yet so do let your love so dearly <br>i owe thee this that ye my love you seem",ngram,jhamtani,Which poem is more grammatical?,grammatical-poem,Which poem has better rhyming?,rhyming-poem,Which poem is more readable?,readable-poem,Which poem is more comprehensible?,comprehensible-poem,Which poem moves you emotionally more?,moved-poem
3a0ba085-0575-4ebc-be22-92f839594e1c,"that there are only human mental healing, <br>we need another cardiac arrest ! <br>this common balance where no one is needing, <br>an easy way to interrupt request. <br><br>the very little children comatose ! <br>too many people having seeming lack. <br>i may not even use a single dose ! <br>but you can never really ever quack.","because i wanted them) i started out,<br>alone and frightened, knowing only we,<br>together in that moment of that rout,<br>possessed the only option. i was not,<br>however, fully certain whether this,<br>in hindsight, mattered: i had always bought,<br>myself and others had assured my bliss,<br>because i needed to be wanted; now,<br>i wondered whether wanting was my cow.",hafez,true_poetry,Which poem moves you emotionally more?,moved-poem,Which poem is more coherent?,coherent-poem,Which poem is more grammatical?,grammatical-poem,Which poem is more comprehensible?,comprehensible-poem,Which poem do you like more?,liking-poem
6896d9ef-abb2-4c0e-94bf-d24091c7d261,"bear witness , once my comrades , what a hard-bit gang were we —<br>the servants of the sweep-head , but the masters of the sea !<br>by the hands that drove her forward as she plunged and yawed and<br>sheered ,<br>woman , man , or god , or devil , was there anything we feared ?","who would but alfred call thee, now i live<br>i know not yet remains within thy heart<br>and pay thy effort the s consent to give<br>and tell the terms, but these to vulgar art",gutenberg,deepspeare,Which poem do you like more?,liking-poem,Which poem is more coherent?,coherent-poem,Which poem is more comprehensible?,comprehensible-poem,Which poem has better rhyming?,rhyming-poem,Which poem is more readable?,readable-poem
5e190033-7c30-40f7-9e6e-91c7b43bce12,"the day had come and go away , <br>and the world 's a kiss . <br>i 've seen a summer 's day , <br>and no one shall know ;","mechanic talk is always, truth and power<br>grown very ends of lincoln with a flower<br>that we shall be a shadow on the way<br>to sit into the world of all to day",ngram,deepspeare,Which poem do you like more?,liking-poem,Which poem has better rhyming?,rhyming-poem,Which poem is more coherent?,coherent-poem,Which poem moves you emotionally more?,moved-poem,Which poem is more comprehensible?,comprehensible-poem
46bdc434-6058-4829-a58b-6963138270f2,"thy deed is a lovely loss best ere sickly and home ,<br>mankind virtue young smile upon such a wild<br>in gods to a noble grace ;<br>ye have , left earth more more than the heart of strangely","and said, he had received the armor, which,<br>however he might have removed from men,<br>had never hindered them from serving rich,<br>and having pleasure in their freedom, nor,<br>moreover, ever hindered them, because,<br>indeed and deeply speaking, they were your,<br>possessing neither substance nor of flaws,<br>and having all the virtues under sun.<br>but, even granting all of this he won.",lstm,true_poetry,Which poem looks more like a real poem?,real-poem,Which poem has better rhyming?,rhyming-poem,Which poem moves you emotionally more?,moved-poem,Which poem do you like more?,liking-poem,Which poem is more intense?,intense-poem
a99a4251-d907-46ff-8005-f8f022e3808f,"and dreams ! why thy returning<br>be boys finished with brother 's eyes ,<br>and move their purple dove the grew -<br>those silent blood in god 's light ;<br>can them over the yet so run ,","lord dusiote fled the court and land ,<br>he crossed the woeful seas ,<br>till his traitorous doing seemed clearer to burn ,<br>and the lady beloved drew his heart for return ,<br>like the banner of war in the breeze .",lstm,gutenberg,Which poem has better rhyming?,rhyming-poem,Which poem is more coherent?,coherent-poem,Which poem do you like more?,liking-poem,Which poem is more readable?,readable-poem,Which poem is more melodious?,melodious-poem
86974a50-de24-4fb3-8907-6e458517a832,"alas! i think that in a world doth fill<br>imprison'd as they, able to pass by<br>a rock; but now, are further than the will<br>it was the harder better than to die","still when daylight o'er the wave<br>bright and soft its farewell gave ,<br>i used to hear , while light was falling ,<br>o'er the wave a sweet voice calling ,<br>mournfully at distance calling .",deepspeare,gutenberg,Which poem is more readable?,readable-poem,Which poem is more coherent?,coherent-poem,Which poem is more comprehensible?,comprehensible-poem,Which poem has better rhyming?,rhyming-poem,Which poem is more intense?,intense-poem
