id,poem1,poem2,dataset1,dataset2,coherent,grammatical,melodious,moved,real,rhyming,readable,comprehensible,intense,liking
93e595d9-c2a7-4318-b084-e4d169c3af23_1,"but who was only fixed when it fell<br>of all cold wrecks which wretched as they fall<br>falls coldly with the storm; and all, as on<br>the feet flung back, and cry is falling down","be careful what follies you toss in life 's sea .<br>on bright dancing billows they drift far away ,<br>but back on the nemesis tides they may be<br>thrown down at your threshold an unwelcome day<br>be careful what follies you toss in youth 's sea .",deepspeare,gutenberg,2,2,1,2,2,2,1,1,2,1
93e595d9-c2a7-4318-b084-e4d169c3af23_2,"but who was only fixed when it fell<br>of all cold wrecks which wretched as they fall<br>falls coldly with the storm; and all, as on<br>the feet flung back, and cry is falling down","be careful what follies you toss in life 's sea .<br>on bright dancing billows they drift far away ,<br>but back on the nemesis tides they may be<br>thrown down at your threshold an unwelcome day<br>be careful what follies you toss in youth 's sea .",deepspeare,gutenberg,2,1,2,2,1,2,1,1,2,2
fd9a3e7e-3fa2-4ce8-bb31-13187fdb151e_0,"along with me whenever travel, so,<br>whenever i am lonely, that. is from.<br>and also i am always lonely no.<br>because. because of. nothing really, just.<br>because i am alone. alone because.<br>because of. nothing really. just the dust.<br>because of. nothing truly. so the laws.<br>because of. therefore therefore. therefore, thus.<br>without exception therefore. thus for us.","who helps themselves create their own behaviour. <br>this never really matter necessary, <br>they might have any greater human nature ! <br>are better yet not necessarily. <br><br>but whether you would rather procreation, <br>or simply watch each other others thrive ! <br>we need another little explanation ! <br>to see how many people may survive.",true_poetry,hafez,1,2,1,2,1,1,1,2,1,1
fd9a3e7e-3fa2-4ce8-bb31-13187fdb151e_1,"along with me whenever travel, so,<br>whenever i am lonely, that. is from.<br>and also i am always lonely no.<br>because. because of. nothing really, just.<br>because i am alone. alone because.<br>because of. nothing really. just the dust.<br>because of. nothing truly. so the laws.<br>because of. therefore therefore. therefore, thus.<br>without exception therefore. thus for us.","who helps themselves create their own behaviour. <br>this never really matter necessary, <br>they might have any greater human nature ! <br>are better yet not necessarily. <br><br>but whether you would rather procreation, <br>or simply watch each other others thrive ! <br>we need another little explanation ! <br>to see how many people may survive.",true_poetry,hafez,2,2,2,2,2,2,2,2,2,2
fd9a3e7e-3fa2-4ce8-bb31-13187fdb151e_2,"along with me whenever travel, so,<br>whenever i am lonely, that. is from.<br>and also i am always lonely no.<br>because. because of. nothing really, just.<br>because i am alone. alone because.<br>because of. nothing really. just the dust.<br>because of. nothing truly. so the laws.<br>because of. therefore therefore. therefore, thus.<br>without exception therefore. thus for us.","who helps themselves create their own behaviour. <br>this never really matter necessary, <br>they might have any greater human nature ! <br>are better yet not necessarily. <br><br>but whether you would rather procreation, <br>or simply watch each other others thrive ! <br>we need another little explanation ! <br>to see how many people may survive.",true_poetry,hafez,1,1,1,1,1,2,1,1,1,1
ba67412c-b6c2-4f61-84f4-97df2639dbc1_0,the castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of boughs <br>reach in the castle of the holy grail <br>and all the wanderers of the leafy vale <br>,"many a living memory thus hath wrought<br>when all my steps to wander on the way<br>and all so far and more, than i forgot<br>the words, which i had forced to turn away",gpt2,deepspeare,2,2,2,2,1,2,2,2,1,1
ba67412c-b6c2-4f61-84f4-97df2639dbc1_1,the castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of boughs <br>reach in the castle of the holy grail <br>and all the wanderers of the leafy vale <br>,"many a living memory thus hath wrought<br>when all my steps to wander on the way<br>and all so far and more, than i forgot<br>the words, which i had forced to turn away",gpt2,deepspeare,2,2,1,1,2,2,1,2,2,1
ba67412c-b6c2-4f61-84f4-97df2639dbc1_2,the castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of boughs <br>reach in the castle of the holy grail <br>and all the wanderers of the leafy vale <br>,"many a living memory thus hath wrought<br>when all my steps to wander on the way<br>and all so far and more, than i forgot<br>the words, which i had forced to turn away",gpt2,deepspeare,1,2,2,2,2,2,2,2,1,2
6e90917e-cdde-4043-ae24-0156b8cb074c_0,"and wilt the god and such as i may see<br>beloved, this is not a spot of this<br>blest is the art with beauty that to kiss<br>that truth can take, but little as to be","the castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of the stones <br>with allrespect, as he ne'er unworthy are of praise <br>‘ tiske the modest proportions to",deepspeare,gpt2,1,1,1,1,1,1,1,1,1,1
6e90917e-cdde-4043-ae24-0156b8cb074c_1,"and wilt the god and such as i may see<br>beloved, this is not a spot of this<br>blest is the art with beauty that to kiss<br>that truth can take, but little as to be","the castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of the stones <br>with allrespect, as he ne'er unworthy are of praise <br>‘ tiske the modest proportions to",deepspeare,gpt2,1,2,1,2,1,1,1,1,1,1
6e90917e-cdde-4043-ae24-0156b8cb074c_2,"and wilt the god and such as i may see<br>beloved, this is not a spot of this<br>blest is the art with beauty that to kiss<br>that truth can take, but little as to be","the castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of the stones <br>with allrespect, as he ne'er unworthy are of praise <br>‘ tiske the modest proportions to",deepspeare,gpt2,1,1,1,1,1,1,1,1,2,1
04450f9f-0cee-4779-81bd-ccb7a9f50088_0,"ask if i love thee ? how else could i borrow<br>pride from man 's slander , and strength from my sorrow ?<br>laugh when they sneer at the fanatic 's bride ,<br>knowing no bliss , save to toil and abide<br>weeping by thee .","the castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of the stones <br>with allrespect, as he ne'er unworthy are of praise <br>‘ tiske the modest elm",gutenberg,gpt2,1,1,1,1,1,1,1,1,1,1
04450f9f-0cee-4779-81bd-ccb7a9f50088_1,"ask if i love thee ? how else could i borrow<br>pride from man 's slander , and strength from my sorrow ?<br>laugh when they sneer at the fanatic 's bride ,<br>knowing no bliss , save to toil and abide<br>weeping by thee .","the castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of the stones <br>with allrespect, as he ne'er unworthy are of praise <br>‘ tiske the modest elm",gutenberg,gpt2,1,1,1,1,1,1,2,2,2,1
04450f9f-0cee-4779-81bd-ccb7a9f50088_2,"ask if i love thee ? how else could i borrow<br>pride from man 's slander , and strength from my sorrow ?<br>laugh when they sneer at the fanatic 's bride ,<br>knowing no bliss , save to toil and abide<br>weeping by thee .","the castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of the stones <br>with allrespect, as he ne'er unworthy are of praise <br>‘ tiske the modest elm",gutenberg,gpt2,1,2,2,1,2,2,1,1,2,2
3519601d-f7f0-44c9-9d7e-cffa2b4303f5_0,"before! before! before! before, ahead!<br>before, before and always, always  more,<br>and ever better, always stronger red,<br>before and never longer, longer no,<br>before, ahead! before and never, no,<br>ahead, behind. ahead, ahead with so,<br>with ever more so, with so great and though,<br>with so divine and holy! ever be,<br>be greater than, above so lowly. he.","it , and so painted to the eye <br>and rosy chaplet on the hand of day <br>out quick from night to day , and come to day <br>here mount the broken ocean ’ ragged sick",true_poetry,jhamtani,2,1,1,2,1,1,2,1,1,2
3519601d-f7f0-44c9-9d7e-cffa2b4303f5_1,"before! before! before! before, ahead!<br>before, before and always, always  more,<br>and ever better, always stronger red,<br>before and never longer, longer no,<br>before, ahead! before and never, no,<br>ahead, behind. ahead, ahead with so,<br>with ever more so, with so great and though,<br>with so divine and holy! ever be,<br>be greater than, above so lowly. he.","it , and so painted to the eye <br>and rosy chaplet on the hand of day <br>out quick from night to day , and come to day <br>here mount the broken ocean ’ ragged sick",true_poetry,jhamtani,2,2,1,1,2,1,2,1,1,2
3519601d-f7f0-44c9-9d7e-cffa2b4303f5_2,"before! before! before! before, ahead!<br>before, before and always, always  more,<br>and ever better, always stronger red,<br>before and never longer, longer no,<br>before, ahead! before and never, no,<br>ahead, behind. ahead, ahead with so,<br>with ever more so, with so great and though,<br>with so divine and holy! ever be,<br>be greater than, above so lowly. he.","it , and so painted to the eye <br>and rosy chaplet on the hand of day <br>out quick from night to day , and come to day <br>here mount the broken ocean ’ ragged sick",true_poetry,jhamtani,2,1,2,1,1,1,1,1,1,1
cd425681-f675-476d-8a99-f722c0592427_0,"they sorrow , who were called<br>from her sweet smile to part ,<br>who wore her love-links fondly twined<br>like woven threads of gold refined<br>around their inmost heart .","the world was in its day of peril dark and glorious <br>wont to believe the dot of fond love, with one <br>in the dawn of the very same ; and when the storm <br>in one dim bourne, from starry bade, iove's eye <br>that looked and",gutenberg,gpt2,2,1,2,2,1,1,2,1,2,1
cd425681-f675-476d-8a99-f722c0592427_1,"they sorrow , who were called<br>from her sweet smile to part ,<br>who wore her love-links fondly twined<br>like woven threads of gold refined<br>around their inmost heart .","the world was in its day of peril dark and glorious <br>wont to believe the dot of fond love, with one <br>in the dawn of the very same ; and when the storm <br>in one dim bourne, from starry bade, iove's eye <br>that looked and",gutenberg,gpt2,2,1,1,2,1,1,1,1,2,2
cd425681-f675-476d-8a99-f722c0592427_2,"they sorrow , who were called<br>from her sweet smile to part ,<br>who wore her love-links fondly twined<br>like woven threads of gold refined<br>around their inmost heart .","the world was in its day of peril dark and glorious <br>wont to believe the dot of fond love, with one <br>in the dawn of the very same ; and when the storm <br>in one dim bourne, from starry bade, iove's eye <br>that looked and",gutenberg,gpt2,1,1,1,2,1,1,1,1,1,2
c1dedc5c-5f93-42ff-9dbf-3df367bde442_0,"o lover loved , the day has only gone !<br>in death or life , our love can only go ;<br>never forgotten is the joy we know ,<br>we follow memory when life is done :<br>no wave is lost in all the tides that flow .","but often clouds would veil the sunlight over ,<br>a moment cast a shadow and float by ;<br>so stealthily above our hearts would hover<br>sad thoughts to pause a moment , pass and die ,<br>we knew not why .",gutenberg,gutenberg,2,1,2,1,1,2,1,2,1,1
c1dedc5c-5f93-42ff-9dbf-3df367bde442_1,"o lover loved , the day has only gone !<br>in death or life , our love can only go ;<br>never forgotten is the joy we know ,<br>we follow memory when life is done :<br>no wave is lost in all the tides that flow .","but often clouds would veil the sunlight over ,<br>a moment cast a shadow and float by ;<br>so stealthily above our hearts would hover<br>sad thoughts to pause a moment , pass and die ,<br>we knew not why .",gutenberg,gutenberg,1,1,2,2,1,1,1,2,2,2
c1dedc5c-5f93-42ff-9dbf-3df367bde442_2,"o lover loved , the day has only gone !<br>in death or life , our love can only go ;<br>never forgotten is the joy we know ,<br>we follow memory when life is done :<br>no wave is lost in all the tides that flow .","but often clouds would veil the sunlight over ,<br>a moment cast a shadow and float by ;<br>so stealthily above our hearts would hover<br>sad thoughts to pause a moment , pass and die ,<br>we knew not why .",gutenberg,gutenberg,1,1,2,2,2,2,1,1,2,1
5418d784-4000-4dae-9c3c-20404dbb93ee_0,"unknown, australia? surely only dreams,<br>the visions of an artist who was quote,<br>before, among the poets of his seems,<br>as one of those creative spirits which,<br>without apparent motive other, feed,<br>and prosper by their own av off pitch,<br>upon which other angels also need,<br>and even with delight. and therefore, when,<br>in his artistic efforts being then.","the people from behind melinda gates, <br>are causing unemployment compensation ! <br>not like awareness month united states ! <br>it needs no greater moral obligation. <br><br>or any social alcohol addiction, <br>to fill a mental health facility. <br>we only need a ten percent prescription ! <br>and criminal responsibility.",true_poetry,hafez,1,1,1,1,1,2,2,1,1,2
5418d784-4000-4dae-9c3c-20404dbb93ee_1,"unknown, australia? surely only dreams,<br>the visions of an artist who was quote,<br>before, among the poets of his seems,<br>as one of those creative spirits which,<br>without apparent motive other, feed,<br>and prosper by their own av off pitch,<br>upon which other angels also need,<br>and even with delight. and therefore, when,<br>in his artistic efforts being then.","the people from behind melinda gates, <br>are causing unemployment compensation ! <br>not like awareness month united states ! <br>it needs no greater moral obligation. <br><br>or any social alcohol addiction, <br>to fill a mental health facility. <br>we only need a ten percent prescription ! <br>and criminal responsibility.",true_poetry,hafez,2,2,1,2,1,2,2,2,2,1
5418d784-4000-4dae-9c3c-20404dbb93ee_2,"unknown, australia? surely only dreams,<br>the visions of an artist who was quote,<br>before, among the poets of his seems,<br>as one of those creative spirits which,<br>without apparent motive other, feed,<br>and prosper by their own av off pitch,<br>upon which other angels also need,<br>and even with delight. and therefore, when,<br>in his artistic efforts being then.","the people from behind melinda gates, <br>are causing unemployment compensation ! <br>not like awareness month united states ! <br>it needs no greater moral obligation. <br><br>or any social alcohol addiction, <br>to fill a mental health facility. <br>we only need a ten percent prescription ! <br>and criminal responsibility.",true_poetry,hafez,1,2,1,1,2,1,2,2,1,1
d1ec6a6e-c253-4600-b961-92b548994ec0_0,"little lady icicle is coming from the north-land ,<br>benumbing all the north-land where'er her feet may go ;<br>with a fringe of frost before her<br>and a crystal garment o'er her ,<br>little lady icicle is coming with the snow .","“ bystanders reason , think of wives<br>and children ere they risk their lives .<br>over the balustrade has bounced<br>a mere instinctive dog , and pounced<br>plumb on the prize . ‘ how well he dives !",gutenberg,gutenberg,2,2,2,1,2,1,1,2,1,1
d1ec6a6e-c253-4600-b961-92b548994ec0_1,"little lady icicle is coming from the north-land ,<br>benumbing all the north-land where'er her feet may go ;<br>with a fringe of frost before her<br>and a crystal garment o'er her ,<br>little lady icicle is coming with the snow .","“ bystanders reason , think of wives<br>and children ere they risk their lives .<br>over the balustrade has bounced<br>a mere instinctive dog , and pounced<br>plumb on the prize . ‘ how well he dives !",gutenberg,gutenberg,2,1,1,1,2,2,2,1,2,1
d1ec6a6e-c253-4600-b961-92b548994ec0_2,"little lady icicle is coming from the north-land ,<br>benumbing all the north-land where'er her feet may go ;<br>with a fringe of frost before her<br>and a crystal garment o'er her ,<br>little lady icicle is coming with the snow .","“ bystanders reason , think of wives<br>and children ere they risk their lives .<br>over the balustrade has bounced<br>a mere instinctive dog , and pounced<br>plumb on the prize . ‘ how well he dives !",gutenberg,gutenberg,1,2,2,2,2,2,2,2,1,2
da4295c6-e2ea-4c06-a269-eaceecb24a89_0,"and through black wave and stormy blast ,<br>and out of the fog-wreath dense and dun ,<br>guided and held , shall the vessel run ,<br>gain the fair haven , night being past ,<br>and anchor in the sun ?","among, my other teachers, people, whom,<br>among the people, people i have scene,<br>before another picture, other room,<br>another country, other landscape, same,<br>except, however, only seeing them,<br>among, myself. perhaps because i came,<br>amongst the people only after hem,<br>among myself, perhaps, among myself,<br>amongst another picture, only self.",gutenberg,true_poetry,2,1,1,1,1,2,1,1,1,2
da4295c6-e2ea-4c06-a269-eaceecb24a89_1,"and through black wave and stormy blast ,<br>and out of the fog-wreath dense and dun ,<br>guided and held , shall the vessel run ,<br>gain the fair haven , night being past ,<br>and anchor in the sun ?","among, my other teachers, people, whom,<br>among the people, people i have scene,<br>before another picture, other room,<br>another country, other landscape, same,<br>except, however, only seeing them,<br>among, myself. perhaps because i came,<br>amongst the people only after hem,<br>among myself, perhaps, among myself,<br>amongst another picture, only self.",gutenberg,true_poetry,2,2,2,2,2,2,2,2,2,2
da4295c6-e2ea-4c06-a269-eaceecb24a89_2,"and through black wave and stormy blast ,<br>and out of the fog-wreath dense and dun ,<br>guided and held , shall the vessel run ,<br>gain the fair haven , night being past ,<br>and anchor in the sun ?","among, my other teachers, people, whom,<br>among the people, people i have scene,<br>before another picture, other room,<br>another country, other landscape, same,<br>except, however, only seeing them,<br>among, myself. perhaps because i came,<br>amongst the people only after hem,<br>among myself, perhaps, among myself,<br>amongst another picture, only self.",gutenberg,true_poetry,1,2,2,2,1,2,2,2,2,2
122a6466-e283-4a43-b23b-a06441ba2d80_0,"slow-moving moonlight once did pass<br>across the dreaming looking-glass ,<br>where , sunk inviolably deep ,<br>old secrets unforgotten sleep<br>of beauties unforgettable .","it is the word, or such as he who knows<br>to know it is no longer to be they<br>but yet— for what we do come back on us<br>and they have left behind, and pass away",gutenberg,deepspeare,2,1,1,2,2,1,1,2,2,1
122a6466-e283-4a43-b23b-a06441ba2d80_1,"slow-moving moonlight once did pass<br>across the dreaming looking-glass ,<br>where , sunk inviolably deep ,<br>old secrets unforgotten sleep<br>of beauties unforgettable .","it is the word, or such as he who knows<br>to know it is no longer to be they<br>but yet— for what we do come back on us<br>and they have left behind, and pass away",gutenberg,deepspeare,1,2,1,1,2,1,1,1,2,2
122a6466-e283-4a43-b23b-a06441ba2d80_2,"slow-moving moonlight once did pass<br>across the dreaming looking-glass ,<br>where , sunk inviolably deep ,<br>old secrets unforgotten sleep<br>of beauties unforgettable .","it is the word, or such as he who knows<br>to know it is no longer to be they<br>but yet— for what we do come back on us<br>and they have left behind, and pass away",gutenberg,deepspeare,1,2,1,1,1,1,1,1,1,2
cd1fefed-87aa-4f17-a008-566ce183614d_0,"and all no vapour is: so let it be<br>but if it may be much, nor will he find<br>but what to know that is at last to see<br>the worthy of thy presence in the mind","the very final video display ! <br>that you no longer dare concede defeat. <br>but when he had already walked away, <br>i could create an empty bomber fleet. <br><br>who cares about becoming less expensive, <br>and see how many other people planned ! <br>not taking any further from excessive, <br>or waiting on a customer demand.",deepspeare,hafez,2,2,1,2,1,1,2,2,1,1
cd1fefed-87aa-4f17-a008-566ce183614d_1,"and all no vapour is: so let it be<br>but if it may be much, nor will he find<br>but what to know that is at last to see<br>the worthy of thy presence in the mind","the very final video display ! <br>that you no longer dare concede defeat. <br>but when he had already walked away, <br>i could create an empty bomber fleet. <br><br>who cares about becoming less expensive, <br>and see how many other people planned ! <br>not taking any further from excessive, <br>or waiting on a customer demand.",deepspeare,hafez,2,1,1,2,1,2,2,2,2,2
cd1fefed-87aa-4f17-a008-566ce183614d_2,"and all no vapour is: so let it be<br>but if it may be much, nor will he find<br>but what to know that is at last to see<br>the worthy of thy presence in the mind","the very final video display ! <br>that you no longer dare concede defeat. <br>but when he had already walked away, <br>i could create an empty bomber fleet. <br><br>who cares about becoming less expensive, <br>and see how many other people planned ! <br>not taking any further from excessive, <br>or waiting on a customer demand.",deepspeare,hafez,2,1,2,2,1,2,2,2,2,2
a209c856-5f27-4743-a5db-28dce1ea41d5_0,"the morning sunlight flashes, brilliant; all,<br>alike amazed. before my very high,<br>exalted forehead reaches even) tall,<br>majestic, splendid, brilliant, brilliant, all,<br>alike surprised, amazed, astonished. all,<br>astonished, silent, solemn, solemn fall,<br>the golden shadows of another fall.<br>another morning. even as we wake,<br>before our senses even wake to take.","again to the ball i away , and vain ,<br>how will they death so soon ?<br>i fill the fire of my town ,<br>beneath the last ancient deep , high . streams<br>these wondrous walls the town . : in my arms<br>and try or stay another",true_poetry,lstm,1,1,2,2,2,2,1,1,1,1
a209c856-5f27-4743-a5db-28dce1ea41d5_1,"the morning sunlight flashes, brilliant; all,<br>alike amazed. before my very high,<br>exalted forehead reaches even) tall,<br>majestic, splendid, brilliant, brilliant, all,<br>alike surprised, amazed, astonished. all,<br>astonished, silent, solemn, solemn fall,<br>the golden shadows of another fall.<br>another morning. even as we wake,<br>before our senses even wake to take.","again to the ball i away , and vain ,<br>how will they death so soon ?<br>i fill the fire of my town ,<br>beneath the last ancient deep , high . streams<br>these wondrous walls the town . : in my arms<br>and try or stay another",true_poetry,lstm,1,2,1,1,1,1,2,1,1,1
a209c856-5f27-4743-a5db-28dce1ea41d5_2,"the morning sunlight flashes, brilliant; all,<br>alike amazed. before my very high,<br>exalted forehead reaches even) tall,<br>majestic, splendid, brilliant, brilliant, all,<br>alike surprised, amazed, astonished. all,<br>astonished, silent, solemn, solemn fall,<br>the golden shadows of another fall.<br>another morning. even as we wake,<br>before our senses even wake to take.","again to the ball i away , and vain ,<br>how will they death so soon ?<br>i fill the fire of my town ,<br>beneath the last ancient deep , high . streams<br>these wondrous walls the town . : in my arms<br>and try or stay another",true_poetry,lstm,1,1,2,1,2,1,2,1,2,2
e16d438d-0a47-486a-a569-2b13b757251b_0,"nor dart it to the springtime 's home <br>in naked eye the seraphs trembling threw <br>swift , naked , clear , and cares , and agony <br>and cease not too . it is not but to die","the sky was green , <br>the stars were bright on the sea . <br>and the sun 's waiting in the morning light ? <br>what is the light of the day !",jhamtani,ngram,2,1,1,1,1,1,2,1,1,2
e16d438d-0a47-486a-a569-2b13b757251b_1,"nor dart it to the springtime 's home <br>in naked eye the seraphs trembling threw <br>swift , naked , clear , and cares , and agony <br>and cease not too . it is not but to die","the sky was green , <br>the stars were bright on the sea . <br>and the sun 's waiting in the morning light ? <br>what is the light of the day !",jhamtani,ngram,2,2,2,2,2,2,2,1,2,2
e16d438d-0a47-486a-a569-2b13b757251b_2,"nor dart it to the springtime 's home <br>in naked eye the seraphs trembling threw <br>swift , naked , clear , and cares , and agony <br>and cease not too . it is not but to die","the sky was green , <br>the stars were bright on the sea . <br>and the sun 's waiting in the morning light ? <br>what is the light of the day !",jhamtani,ngram,1,2,2,2,2,1,1,2,1,2
bdc062c3-3a3c-4fab-a846-3407f08304b3_0,"when all is done , say not my day is o'er ,<br>and that thro ’ night i seek a dimmer shore :<br>say rather that my morn has just begun ,—<br>i greet the dawn and not a setting sun ,<br>when all is done .","the castle of our desire vultures we must be seen <br>the castle with a watery lustre you might obtain <br>and the wanderer to the castle of the mind <br>cloven of our souls, and set my foot on ground <br>with what delight the meanest wanderer could understand",gutenberg,gpt2,1,1,2,2,1,1,1,1,2,2
bdc062c3-3a3c-4fab-a846-3407f08304b3_1,"when all is done , say not my day is o'er ,<br>and that thro ’ night i seek a dimmer shore :<br>say rather that my morn has just begun ,—<br>i greet the dawn and not a setting sun ,<br>when all is done .","the castle of our desire vultures we must be seen <br>the castle with a watery lustre you might obtain <br>and the wanderer to the castle of the mind <br>cloven of our souls, and set my foot on ground <br>with what delight the meanest wanderer could understand",gutenberg,gpt2,1,1,1,1,1,1,2,1,1,1
bdc062c3-3a3c-4fab-a846-3407f08304b3_2,"when all is done , say not my day is o'er ,<br>and that thro ’ night i seek a dimmer shore :<br>say rather that my morn has just begun ,—<br>i greet the dawn and not a setting sun ,<br>when all is done .","the castle of our desire vultures we must be seen <br>the castle with a watery lustre you might obtain <br>and the wanderer to the castle of the mind <br>cloven of our souls, and set my foot on ground <br>with what delight the meanest wanderer could understand",gutenberg,gpt2,2,2,1,1,2,1,2,1,2,1
314cc35b-6d1a-4026-946c-e45946413976_0,"all winds like stars. but by a sunlight blow<br>a star of light and night, so less apart<br>i want to bow, expand the eyes to glow<br>and tremble at the bosom of my heart","the castle of our desire vultures we must be seen <br>the open ray and the worm within the cave <br>the church might be one satisfy worn with our lore <br>the castle still is dismal, an as word <br>in the end, the children are to be seen",deepspeare,gpt2,1,1,1,1,1,1,1,2,1,1
314cc35b-6d1a-4026-946c-e45946413976_1,"all winds like stars. but by a sunlight blow<br>a star of light and night, so less apart<br>i want to bow, expand the eyes to glow<br>and tremble at the bosom of my heart","the castle of our desire vultures we must be seen <br>the open ray and the worm within the cave <br>the church might be one satisfy worn with our lore <br>the castle still is dismal, an as word <br>in the end, the children are to be seen",deepspeare,gpt2,1,1,1,1,1,1,1,1,1,1
314cc35b-6d1a-4026-946c-e45946413976_2,"all winds like stars. but by a sunlight blow<br>a star of light and night, so less apart<br>i want to bow, expand the eyes to glow<br>and tremble at the bosom of my heart","the castle of our desire vultures we must be seen <br>the open ray and the worm within the cave <br>the church might be one satisfy worn with our lore <br>the castle still is dismal, an as word <br>in the end, the children are to be seen",deepspeare,gpt2,1,1,1,2,1,1,1,1,1,1
924501d0-b9c8-40fe-b4b5-55b3b05548cd_0,"sent not our forms ; meanwhile the time to fall <br>“ the church make it for watching and red <br>and it he dropp 'd , and whisper to the mount <br>the land of juno and his fame allow 'd","entire world is calling jacob ben. <br>this place so many feeling deeply shaken, <br>as though it really pleases mari n ! <br>they also need a peaceful demonstration. <br><br>to travel over tokyo japan, <br>an island at an exhibition centre ! <br>a thousand hundred million people jan ! <br>we know the holy roman emperor.",jhamtani,hafez,2,1,2,2,1,1,1,1,2,2
924501d0-b9c8-40fe-b4b5-55b3b05548cd_1,"sent not our forms ; meanwhile the time to fall <br>“ the church make it for watching and red <br>and it he dropp 'd , and whisper to the mount <br>the land of juno and his fame allow 'd","entire world is calling jacob ben. <br>this place so many feeling deeply shaken, <br>as though it really pleases mari n ! <br>they also need a peaceful demonstration. <br><br>to travel over tokyo japan, <br>an island at an exhibition centre ! <br>a thousand hundred million people jan ! <br>we know the holy roman emperor.",jhamtani,hafez,2,2,1,1,2,2,2,2,1,2
924501d0-b9c8-40fe-b4b5-55b3b05548cd_2,"sent not our forms ; meanwhile the time to fall <br>“ the church make it for watching and red <br>and it he dropp 'd , and whisper to the mount <br>the land of juno and his fame allow 'd","entire world is calling jacob ben. <br>this place so many feeling deeply shaken, <br>as though it really pleases mari n ! <br>they also need a peaceful demonstration. <br><br>to travel over tokyo japan, <br>an island at an exhibition centre ! <br>a thousand hundred million people jan ! <br>we know the holy roman emperor.",jhamtani,hafez,1,1,2,2,2,1,1,1,2,2
190e452c-ae53-49bd-9a35-3d4424e21436_0,"april in england ! and her sons are lying<br>on these red fields , and dreaming of her shore ;<br>april ! we hear the thrushes ’ songs replying<br>each unto each , above the cannons ’ roar .<br>april in england ! shall we see it more ?","the castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of the stones <br>with allrespect, as he ne'er unworthy are of praise <br>‘ tiske the modest and sun",gutenberg,gpt2,1,1,1,1,1,1,2,2,1,1
190e452c-ae53-49bd-9a35-3d4424e21436_1,"april in england ! and her sons are lying<br>on these red fields , and dreaming of her shore ;<br>april ! we hear the thrushes ’ songs replying<br>each unto each , above the cannons ’ roar .<br>april in england ! shall we see it more ?","the castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of the stones <br>with allrespect, as he ne'er unworthy are of praise <br>‘ tiske the modest and sun",gutenberg,gpt2,2,1,2,1,1,1,1,1,2,1
190e452c-ae53-49bd-9a35-3d4424e21436_2,"april in england ! and her sons are lying<br>on these red fields , and dreaming of her shore ;<br>april ! we hear the thrushes ’ songs replying<br>each unto each , above the cannons ’ roar .<br>april in england ! shall we see it more ?","the castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of the stones <br>with allrespect, as he ne'er unworthy are of praise <br>‘ tiske the modest and sun",gutenberg,gpt2,1,1,1,1,1,1,1,1,1,1
305d9267-0968-463f-be37-64fe43a2549a_0,"it where late i vanished onward , lo , yee <br>he has need not of himself , and curl 'd <br>some think to bear , but in who only hear <br>till do i thus if thou wilt hear : he call 'd","perhaps: without appeal, or no excuse.<br>without exception, also, any jeans,<br>because they always go on after use.<br>without appeal implies regret, because,<br>without exception: people wear the jeans,<br>because it never happens to be paws,<br>or any other creatures who would) means,<br>without appeal implies regret, because,<br>because they happen always after) pause.",jhamtani,true_poetry,1,1,1,1,1,2,2,2,1,2
305d9267-0968-463f-be37-64fe43a2549a_1,"it where late i vanished onward , lo , yee <br>he has need not of himself , and curl 'd <br>some think to bear , but in who only hear <br>till do i thus if thou wilt hear : he call 'd","perhaps: without appeal, or no excuse.<br>without exception, also, any jeans,<br>because they always go on after use.<br>without appeal implies regret, because,<br>without exception: people wear the jeans,<br>because it never happens to be paws,<br>or any other creatures who would) means,<br>without appeal implies regret, because,<br>because they happen always after) pause.",jhamtani,true_poetry,2,2,2,2,2,2,2,2,2,2
305d9267-0968-463f-be37-64fe43a2549a_2,"it where late i vanished onward , lo , yee <br>he has need not of himself , and curl 'd <br>some think to bear , but in who only hear <br>till do i thus if thou wilt hear : he call 'd","perhaps: without appeal, or no excuse.<br>without exception, also, any jeans,<br>because they always go on after use.<br>without appeal implies regret, because,<br>without exception: people wear the jeans,<br>because it never happens to be paws,<br>or any other creatures who would) means,<br>without appeal implies regret, because,<br>because they happen always after) pause.",jhamtani,true_poetry,1,2,1,1,2,1,2,2,1,2
